case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
reference_villa_ground_semantic_constraint_019,semantic_constraint,reference_villa_ground,-13.068,-11.393,-12.724,16.575,2.9068,27.970,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.194,2.595,2.600
reference_villa_ground_semantic_constraint_020,semantic_constraint,reference_villa_ground,15.890,-3.274,-13.017,-0.518,0.0500,29.038,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.419,-2.077,2.600
reference_villa_ground_semantic_constraint_021,semantic_constraint,reference_villa_ground,-13.614,3.509,16.714,4.557,0.7936,30.346,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.553,3.934,2.600
reference_villa_ground_semantic_constraint_022,semantic_constraint,reference_villa_ground,-3.105,10.051,-7.307,-2.625,0.4965,13.354,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.962,3.632,2.600
reference_villa_ground_semantic_constraint_023,semantic_constraint,reference_villa_ground,1.000,9.814,16.466,-3.296,1.7789,20.275,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.578,3.076,2.600
reference_villa_ground_semantic_constraint_024,semantic_constraint,reference_villa_ground,-7.000,10.200,-16.000,16.000,-0.0069,10.707,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.230,11.968,2.600
reference_villa_ground_semantic_constraint_025,semantic_constraint,reference_villa_ground,-12.000,11.400,17.000,15.000,0.2793,29.223,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.525,13.002,2.600
reference_villa_ground_semantic_constraint_026,semantic_constraint,reference_villa_ground,8.262,5.457,-18.598,-2.157,1.0969,27.918,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.280,2.045,2.600
reference_villa_ground_semantic_constraint_027,semantic_constraint,reference_villa_ground,-7.000,10.200,-16.000,16.000,-0.4345,10.707,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-11.504,13.094,2.600
reference_villa_ground_semantic_constraint_028,semantic_constraint,reference_villa_ground,-14.200,-11.200,-0.200,4.600,2.8546,21.110,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.224,-2.392,2.600
reference_villa_ground_semantic_constraint_029,semantic_constraint,reference_villa_ground,-0.200,4.600,15.000,-20.500,2.0749,29.344,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.930,-7.629,2.600
reference_villa_ground_semantic_constraint_030,semantic_constraint,reference_villa_ground,-15.179,-8.390,-15.065,7.211,-2.0630,15.601,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-15.116,-0.590,2.600
reference_villa_ground_semantic_constraint_031,semantic_constraint,reference_villa_ground,-16.000,16.000,-14.200,0.400,-2.1482,15.704,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.234,8.415,2.600
reference_villa_ground_semantic_constraint_032,semantic_constraint,reference_villa_ground,-0.804,11.531,18.440,1.558,-0.2454,21.675,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.228,5.406,2.600
reference_villa_ground_semantic_constraint_033,semantic_constraint,reference_villa_ground,-18.316,-5.261,7.745,0.071,2.5146,26.601,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.307,-2.489,2.600
reference_villa_ground_semantic_constraint_034,semantic_constraint,reference_villa_ground,-4.800,-6.400,-14.200,-11.200,-1.4434,10.555,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.840,-8.135,2.600
reference_villa_ground_semantic_constraint_035,semantic_constraint,reference_villa_ground,-0.200,4.600,-14.200,-11.200,2.2553,21.110,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.040,-4.328,2.600
reference_villa_ground_semantic_constraint_036,semantic_constraint,reference_villa_ground,-0.200,4.600,17.000,15.000,1.6203,20.100,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.500,9.635,2.600
reference_villa_ground_semantic_constraint_037,semantic_constraint,reference_villa_ground,7.159,15.252,-14.093,12.011,1.9499,21.498,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.277,12.386,2.600
reference_villa_ground_semantic_constraint_038,semantic_constraint,reference_villa_ground,-4.606,-8.710,9.324,-18.176,-0.5215,16.842,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.243,-13.614,2.600
reference_villa_ground_semantic_constraint_039,semantic_constraint,reference_villa_ground,-5.300,-5.000,-14.200,-11.200,2.3276,10.847,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.090,-7.612,2.600
reference_villa_ground_semantic_constraint_040,semantic_constraint,reference_villa_ground,-4.149,4.800,10.972,1.994,-0.6023,15.379,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.760,5.277,2.600
reference_villa_ground_semantic_constraint_041,semantic_constraint,reference_villa_ground,-6.413,13.964,14.458,-6.209,-2.1749,29.027,27,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.847,3.696,2.600
reference_villa_ground_semantic_constraint_042,semantic_constraint,reference_villa_ground,-1.801,-11.147,1.801,-0.178,-1.2380,11.545,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.385,-5.789,2.600
reference_villa_ground_semantic_constraint_043,semantic_constraint,reference_villa_ground,12.160,5.478,-4.390,-12.350,2.9467,24.326,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.747,-3.308,2.600
reference_villa_ground_semantic_constraint_044,semantic_constraint,reference_villa_ground,15.143,-16.968,1.419,11.225,-0.7613,31.356,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.571,-2.730,2.600
reference_villa_ground_semantic_constraint_045,semantic_constraint,reference_villa_ground,4.325,11.568,2.743,-16.440,0.7873,28.053,13,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.441,-2.431,2.600
reference_villa_ground_semantic_constraint_046,semantic_constraint,reference_villa_ground,9.234,-19.125,-17.553,-6.481,1.6583,29.621,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.171,-12.828,2.600
reference_villa_ground_semantic_constraint_047,semantic_constraint,reference_villa_ground,-0.200,4.600,-4.800,-6.400,1.8794,11.923,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.927,-0.722,2.600
reference_villa_ground_semantic_constraint_048,semantic_constraint,reference_villa_ground,6.479,-9.262,0.653,5.858,-0.8823,16.204,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.730,-1.639,2.600
reference_villa_ground_semantic_constraint_049,semantic_constraint,reference_villa_ground,15.400,-9.500,15.000,-20.500,-2.6203,11.007,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.795,-15.022,2.600
reference_villa_ground_semantic_constraint_050,semantic_constraint,reference_villa_ground,17.464,3.002,-0.365,-0.540,-0.2553,18.177,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.482,1.568,2.600
reference_villa_ground_semantic_constraint_051,semantic_constraint,reference_villa_ground,13.800,7.000,16.800,-12.400,1.9114,19.631,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,16.544,-2.508,2.600
reference_villa_ground_semantic_constraint_052,semantic_constraint,reference_villa_ground,13.800,7.000,-12.000,11.400,-1.9515,26.173,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.870,9.027,2.600
reference_villa_ground_semantic_constraint_053,semantic_constraint,reference_villa_ground,5.199,-15.015,17.491,2.723,0.2128,21.581,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,11.629,-6.343,2.600
reference_villa_ground_semantic_constraint_054,semantic_constraint,reference_villa_ground,-14.200,-11.200,-0.200,4.600,-0.0849,21.110,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.936,-3.534,2.600
reference_villa_ground_semantic_constraint_055,semantic_constraint,reference_villa_ground,8.342,-10.259,-10.709,-1.547,3.1365,20.948,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.153,-5.836,2.600
reference_villa_ground_semantic_constraint_056,semantic_constraint,reference_villa_ground,-7.834,17.322,-12.567,9.456,-1.0755,9.180,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.012,12.674,2.600
reference_villa_ground_semantic_constraint_057,semantic_constraint,reference_villa_ground,-5.599,14.602,-10.294,-16.478,-1.2680,31.433,24,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.965,-0.935,2.600
reference_villa_ground_semantic_constraint_058,semantic_constraint,reference_villa_ground,-5.300,-5.000,-12.000,11.400,2.4457,17.716,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.738,3.164,2.600
reference_villa_ground_semantic_constraint_059,semantic_constraint,reference_villa_ground,-0.200,4.600,15.400,-9.500,-1.3421,21.028,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.430,-2.638,2.600
reference_villa_ground_semantic_constraint_060,semantic_constraint,reference_villa_ground,-16.000,16.000,13.800,7.000,0.0560,31.129,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.075,11.582,2.600
reference_villa_ground_semantic_constraint_061,semantic_constraint,reference_villa_ground,10.848,11.042,-10.929,19.096,0.1975,23.219,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.175,12.002,2.600
reference_villa_ground_semantic_constraint_062,semantic_constraint,reference_villa_ground,10.028,11.873,-2.017,8.860,-0.3038,12.416,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.149,9.792,2.600
reference_villa_ground_semantic_constraint_063,semantic_constraint,reference_villa_ground,-0.933,13.306,3.114,-0.192,-0.8685,14.092,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.445,6.663,2.600
reference_villa_ground_semantic_constraint_064,semantic_constraint,reference_villa_ground,16.085,8.266,-9.425,-6.098,-0.0423,29.276,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.760,0.321,2.600
reference_villa_ground_semantic_constraint_065,semantic_constraint,reference_villa_ground,15.000,-20.500,15.400,-9.500,-1.4493,11.007,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.238,-15.001,2.600
reference_villa_ground_semantic_constraint_066,semantic_constraint,reference_villa_ground,15.400,-9.500,17.000,15.000,-0.6124,24.552,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,16.404,2.737,2.600
reference_villa_ground_semantic_constraint_067,semantic_constraint,reference_villa_ground,5.103,-9.847,10.852,-19.127,1.1576,10.916,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.492,-14.788,2.600
reference_villa_ground_semantic_constraint_068,semantic_constraint,reference_villa_ground,1.478,1.187,-10.542,-1.660,2.0723,12.353,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.661,0.306,2.600
reference_villa_ground_semantic_constraint_069,semantic_constraint,reference_villa_ground,-8.500,-18.500,15.400,-9.500,-1.5414,25.538,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.530,-14.211,2.600
reference_villa_ground_semantic_constraint_070,semantic_constraint,reference_villa_ground,-4.800,-6.400,-8.500,-18.500,-2.5525,12.653,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.831,-12.700,2.600
reference_villa_ground_semantic_constraint_071,semantic_constraint,reference_villa_ground,-17.910,7.330,6.891,16.815,-2.0186,26.553,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.964,13.262,2.600
reference_villa_ground_semantic_constraint_072,semantic_constraint,reference_villa_ground,2.878,12.667,-15.594,6.732,-2.7114,19.402,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.396,9.819,2.600
reference_villa_ground_semantic_constraint_073,semantic_constraint,reference_villa_ground,14.969,9.242,1.611,8.725,-0.3985,13.368,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.294,8.886,2.600
reference_villa_ground_semantic_constraint_074,semantic_constraint,reference_villa_ground,-4.800,-6.400,-14.200,0.400,-2.6607,11.602,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.332,-2.767,2.600
reference_villa_ground_semantic_constraint_075,semantic_constraint,reference_villa_ground,-4.978,6.498,3.540,-2.855,2.1187,12.650,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.023,1.545,2.600
reference_villa_ground_semantic_constraint_076,semantic_constraint,reference_villa_ground,14.273,1.537,-6.839,-13.428,2.2372,25.878,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.514,-5.659,2.600
reference_villa_ground_semantic_constraint_077,semantic_constraint,reference_villa_ground,-4.800,-6.400,15.000,-20.500,-1.1459,24.307,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.394,-13.036,2.600
reference_villa_ground_semantic_constraint_078,semantic_constraint,reference_villa_ground,-8.500,-18.500,-5.300,-5.000,-0.4763,13.874,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.876,-11.045,2.600
reference_villa_ground_semantic_constraint_079,semantic_constraint,reference_villa_ground,-12.000,11.400,-14.200,0.400,-2.1148,11.218,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.862,5.852,2.600
reference_villa_ground_semantic_constraint_080,semantic_constraint,reference_villa_ground,-14.835,20.824,13.504,20.149,2.7876,28.347,25,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.612,22.740,2.600
reference_villa_ground_semantic_constraint_081,semantic_constraint,reference_villa_ground,17.095,20.213,1.317,-4.829,2.3623,29.598,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.194,8.330,2.600
reference_villa_ground_semantic_constraint_082,semantic_constraint,reference_villa_ground,-4.977,2.893,-11.265,17.960,0.5970,16.326,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.641,10.627,2.600
reference_villa_ground_semantic_constraint_083,semantic_constraint,reference_villa_ground,15.000,-20.500,-5.300,-5.000,-0.3629,25.541,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.201,-13.600,2.600
reference_villa_ground_semantic_constraint_084,semantic_constraint,reference_villa_ground,3.681,9.971,18.690,3.276,1.4478,16.435,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.645,5.411,2.600
reference_villa_ground_semantic_constraint_085,semantic_constraint,reference_villa_ground,8.990,-17.006,-2.050,11.723,1.5641,30.777,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.340,-2.691,2.600
reference_villa_ground_semantic_constraint_086,semantic_constraint,reference_villa_ground,-12.000,11.400,-14.200,0.400,-2.4625,11.218,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.812,5.842,2.600
reference_villa_ground_semantic_constraint_087,semantic_constraint,reference_villa_ground,15.896,0.575,-10.305,-4.076,-0.6210,26.611,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.886,-2.259,2.600
reference_villa_ground_semantic_constraint_088,semantic_constraint,reference_villa_ground,-0.313,-12.544,16.763,-3.394,-1.9776,19.373,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.425,-8.342,2.600
reference_villa_ground_semantic_constraint_089,semantic_constraint,reference_villa_ground,1.526,11.099,2.985,-20.172,-2.1685,31.305,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.161,-4.541,2.600
reference_villa_ground_semantic_constraint_090,semantic_constraint,reference_villa_ground,-14.200,0.400,-0.200,4.600,1.2468,14.616,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.053,2.010,2.600
reference_villa_ground_semantic_constraint_091,semantic_constraint,reference_villa_ground,15.000,-20.500,13.800,7.000,0.6533,27.526,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,14.590,-6.742,2.600
reference_villa_ground_semantic_constraint_092,semantic_constraint,reference_villa_ground,-8.500,-18.500,-14.200,0.400,-2.2200,19.741,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.288,-9.333,2.600
reference_villa_ground_semantic_constraint_093,semantic_constraint,reference_villa_ground,-4.565,-16.226,-6.710,5.250,0.3853,21.583,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.113,-5.436,2.600
reference_villa_ground_semantic_constraint_094,semantic_constraint,reference_villa_ground,11.162,1.690,10.788,10.779,-2.1424,9.097,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,13.193,6.326,2.600
reference_villa_ground_semantic_constraint_095,semantic_constraint,reference_villa_ground,-14.200,0.400,15.400,-9.500,-0.2487,31.212,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.759,-4.075,2.600
reference_villa_ground_semantic_constraint_096,semantic_constraint,reference_villa_ground,13.800,7.000,-16.000,16.000,0.6668,31.129,19,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.127,11.410,2.600
reference_villa_ground_semantic_constraint_097,semantic_constraint,reference_villa_ground,-12.732,6.990,5.856,14.520,1.8681,20.055,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.994,9.660,2.600
reference_villa_ground_semantic_constraint_098,semantic_constraint,reference_villa_ground,6.716,-22.260,3.188,-2.431,2.6532,20.140,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.265,-12.290,2.600
reference_villa_ground_semantic_constraint_099,semantic_constraint,reference_villa_ground,18.169,10.596,-3.020,-0.797,-2.8971,24.058,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.458,5.117,2.600
