case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
townhouse_long_semantic_constraint_017,semantic_constraint,townhouse_long,-3.000,36.000,5.500,20.000,2.4614,18.118,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.040,27.889,2.600
townhouse_long_semantic_constraint_018,semantic_constraint,townhouse_long,6.000,12.000,-3.000,36.000,-2.8852,25.632,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.310,23.929,2.600
townhouse_long_semantic_constraint_019,semantic_constraint,townhouse_long,-5.716,-7.663,4.032,9.369,-0.1532,19.624,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.082,0.991,2.600
townhouse_long_semantic_constraint_020,semantic_constraint,townhouse_long,-3.404,26.972,-6.366,2.767,-0.0383,24.386,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.681,14.844,2.600
townhouse_long_semantic_constraint_021,semantic_constraint,townhouse_long,-6.732,-8.583,4.649,-37.321,1.0375,30.910,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.517,-23.141,2.600
townhouse_long_semantic_constraint_022,semantic_constraint,townhouse_long,-5.118,-15.145,-1.170,-7.622,-2.3422,8.496,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.052,-11.432,2.600
townhouse_long_semantic_constraint_023,semantic_constraint,townhouse_long,0.000,-25.000,0.000,-8.000,0.9118,17.000,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.213,-16.500,2.600
townhouse_long_semantic_constraint_024,semantic_constraint,townhouse_long,6.261,7.328,-2.973,28.548,2.4726,23.142,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.493,17.872,2.600
townhouse_long_semantic_constraint_025,semantic_constraint,townhouse_long,2.867,29.424,-2.252,14.876,1.3548,15.422,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.750,21.994,2.600
townhouse_long_semantic_constraint_026,semantic_constraint,townhouse_long,-7.135,2.667,3.141,-14.308,0.4576,19.843,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.017,-5.833,2.600
townhouse_long_semantic_constraint_027,semantic_constraint,townhouse_long,-1.423,29.834,-8.164,9.234,-2.1106,21.675,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.102,19.635,2.600
townhouse_long_semantic_constraint_028,semantic_constraint,townhouse_long,5.638,18.219,-8.799,25.899,2.5284,16.353,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.740,21.760,2.600
townhouse_long_semantic_constraint_029,semantic_constraint,townhouse_long,0.000,-25.000,0.000,-8.000,-1.2779,17.000,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.132,-16.500,2.600
townhouse_long_semantic_constraint_030,semantic_constraint,townhouse_long,7.836,-32.444,-3.216,-34.596,-1.1516,11.260,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.330,-33.623,2.600
townhouse_long_semantic_constraint_031,semantic_constraint,townhouse_long,8.137,-6.417,6.726,-25.288,1.8133,18.924,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.833,-15.658,2.600
townhouse_long_semantic_constraint_032,semantic_constraint,townhouse_long,-5.500,20.000,0.000,-8.000,-2.7707,28.535,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.210,5.910,2.600
townhouse_long_semantic_constraint_033,semantic_constraint,townhouse_long,0.497,-0.616,4.720,-10.289,-2.6602,10.555,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.736,-5.397,2.600
townhouse_long_semantic_constraint_034,semantic_constraint,townhouse_long,-1.081,-12.847,4.706,-38.459,0.1720,26.258,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.134,-25.580,2.600
townhouse_long_semantic_constraint_035,semantic_constraint,townhouse_long,2.017,-3.477,-0.771,17.066,0.5393,20.731,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.997,6.845,2.600
townhouse_long_semantic_constraint_036,semantic_constraint,townhouse_long,-3.000,36.000,-5.500,20.000,-0.6482,16.194,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.765,27.768,2.600
townhouse_long_semantic_constraint_037,semantic_constraint,townhouse_long,6.000,12.000,5.500,20.000,-0.8124,8.016,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.500,15.984,2.600
townhouse_long_semantic_constraint_038,semantic_constraint,townhouse_long,1.080,-27.503,-3.537,-4.999,-1.2454,22.973,11,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.018,-16.208,2.600
townhouse_long_semantic_constraint_039,semantic_constraint,townhouse_long,2.643,-12.013,-0.938,-28.912,0.5557,17.274,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.015,-20.497,2.600
townhouse_long_semantic_constraint_040,semantic_constraint,townhouse_long,6.000,12.000,5.500,20.000,0.1707,8.016,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.568,15.989,2.600
townhouse_long_semantic_constraint_041,semantic_constraint,townhouse_long,-3.430,-24.683,-4.949,5.531,-3.1380,30.252,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.585,-9.596,2.600
townhouse_long_semantic_constraint_042,semantic_constraint,townhouse_long,6.000,12.000,0.000,-8.000,0.8234,20.881,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.327,1.902,2.600
townhouse_long_semantic_constraint_043,semantic_constraint,townhouse_long,8.670,-3.206,-6.809,-22.398,-1.3223,24.656,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.034,-12.885,2.600
townhouse_long_semantic_constraint_044,semantic_constraint,townhouse_long,1.154,-2.924,-5.535,-24.401,-2.4113,22.495,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.139,-13.678,2.600
townhouse_long_semantic_constraint_045,semantic_constraint,townhouse_long,0.000,-8.000,5.500,20.000,0.7749,28.535,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.569,6.036,2.600
townhouse_long_semantic_constraint_046,semantic_constraint,townhouse_long,-5.842,4.111,1.187,0.078,-0.3912,8.104,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.194,2.327,2.600
townhouse_long_semantic_constraint_047,semantic_constraint,townhouse_long,-8.611,35.854,-2.561,18.685,0.7453,18.204,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.194,26.703,2.600
townhouse_long_semantic_constraint_048,semantic_constraint,townhouse_long,0.000,-8.000,0.000,-25.000,-2.0278,17.000,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.457,-16.500,2.600
townhouse_long_semantic_constraint_049,semantic_constraint,townhouse_long,-3.000,36.000,5.500,20.000,-0.9105,18.118,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.264,28.008,2.600
townhouse_long_semantic_constraint_050,semantic_constraint,townhouse_long,1.500,-12.441,-2.964,3.187,2.2421,16.253,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.171,-4.752,2.600
townhouse_long_semantic_constraint_051,semantic_constraint,townhouse_long,0.234,2.618,-5.131,21.747,1.7359,19.867,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.746,12.099,2.600
townhouse_long_semantic_constraint_052,semantic_constraint,townhouse_long,5.500,20.000,0.000,-8.000,-1.1286,28.535,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.783,5.994,2.600
townhouse_long_semantic_constraint_053,semantic_constraint,townhouse_long,5.562,17.158,-2.334,-2.601,2.4479,21.278,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.121,7.076,2.600
townhouse_long_semantic_constraint_054,semantic_constraint,townhouse_long,2.604,3.647,8.599,-26.371,2.0712,30.611,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.672,-11.348,2.600
townhouse_long_semantic_constraint_055,semantic_constraint,townhouse_long,5.500,20.000,6.000,12.000,0.8155,8.016,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.076,16.020,2.600
townhouse_long_semantic_constraint_056,semantic_constraint,townhouse_long,-0.813,-33.185,-6.840,-8.376,-3.1102,25.531,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.950,-20.810,2.600
townhouse_long_semantic_constraint_057,semantic_constraint,townhouse_long,6.000,12.000,-3.000,36.000,-2.6139,25.632,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.021,23.821,2.600
townhouse_long_semantic_constraint_058,semantic_constraint,townhouse_long,6.000,12.000,5.500,20.000,-3.0594,8.016,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.873,16.008,2.600
townhouse_long_semantic_constraint_059,semantic_constraint,townhouse_long,-6.920,-29.540,4.302,-33.306,0.2863,11.837,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.502,-31.997,2.600
townhouse_long_semantic_constraint_060,semantic_constraint,townhouse_long,8.378,5.334,-4.232,18.847,-0.5403,18.483,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.245,12.251,2.600
townhouse_long_semantic_constraint_061,semantic_constraint,townhouse_long,-5.500,20.000,6.000,12.000,-0.5153,14.009,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.022,15.610,2.600
townhouse_long_semantic_constraint_062,semantic_constraint,townhouse_long,-4.405,-3.694,0.907,7.357,-2.0660,12.261,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.782,1.847,2.600
townhouse_long_semantic_constraint_063,semantic_constraint,townhouse_long,1.110,22.507,-8.358,16.399,-2.4219,11.267,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.420,19.136,2.600
townhouse_long_semantic_constraint_064,semantic_constraint,townhouse_long,5.500,20.000,-5.500,20.000,-0.2760,11.000,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.000,19.555,2.600
townhouse_long_semantic_constraint_065,semantic_constraint,townhouse_long,0.559,5.105,-7.271,35.539,3.0432,31.425,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.892,20.441,2.600
townhouse_long_semantic_constraint_066,semantic_constraint,townhouse_long,-2.716,23.690,-2.641,35.397,-2.0450,11.707,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.700,29.544,2.600
townhouse_long_semantic_constraint_067,semantic_constraint,townhouse_long,-3.000,36.000,6.000,12.000,-0.3239,25.632,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.106,23.852,2.600
townhouse_long_semantic_constraint_068,semantic_constraint,townhouse_long,2.650,-32.586,-6.425,-6.727,-0.7806,27.405,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.847,-19.642,2.600
townhouse_long_semantic_constraint_069,semantic_constraint,townhouse_long,0.000,-8.000,0.000,-25.000,-1.5556,17.000,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.279,-16.500,2.600
townhouse_long_semantic_constraint_070,semantic_constraint,townhouse_long,6.038,-24.029,6.624,-10.475,2.1362,13.567,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.352,-17.253,2.600
townhouse_long_semantic_constraint_071,semantic_constraint,townhouse_long,0.598,-8.756,7.912,-21.900,-2.7427,15.042,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.679,-15.092,2.600
townhouse_long_semantic_constraint_072,semantic_constraint,townhouse_long,-1.780,-16.931,7.082,-21.094,0.4453,9.791,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.676,-18.960,2.600
townhouse_long_semantic_constraint_073,semantic_constraint,townhouse_long,-5.500,20.000,0.000,-8.000,-0.5737,28.535,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.358,6.077,2.600
townhouse_long_semantic_constraint_074,semantic_constraint,townhouse_long,-3.000,36.000,6.000,12.000,-0.6624,25.632,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.298,23.924,2.600
townhouse_long_semantic_constraint_075,semantic_constraint,townhouse_long,6.321,-6.203,-1.996,-35.881,-1.5312,30.821,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.119,-21.030,2.600
townhouse_long_semantic_constraint_076,semantic_constraint,townhouse_long,5.500,20.000,0.000,-8.000,2.5539,28.535,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.330,6.082,2.600
townhouse_long_semantic_constraint_077,semantic_constraint,townhouse_long,6.000,12.000,-3.000,36.000,2.1244,25.632,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.085,24.219,2.600
townhouse_long_semantic_constraint_078,semantic_constraint,townhouse_long,5.943,-20.537,3.133,-31.505,-2.2495,11.322,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.856,-26.103,2.600
townhouse_long_semantic_constraint_079,semantic_constraint,townhouse_long,0.000,-25.000,0.000,-8.000,-0.5833,17.000,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.632,-16.500,2.600
townhouse_long_semantic_constraint_080,semantic_constraint,townhouse_long,7.047,-3.053,6.471,-19.117,0.1978,16.074,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.757,-11.085,2.600
townhouse_long_semantic_constraint_081,semantic_constraint,townhouse_long,-3.427,5.182,1.306,-9.690,-2.6396,15.607,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.769,-2.479,2.600
townhouse_long_semantic_constraint_082,semantic_constraint,townhouse_long,0.903,-15.305,-8.036,-11.844,-2.0578,9.586,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.616,-13.703,2.600
townhouse_long_semantic_constraint_083,semantic_constraint,townhouse_long,5.500,20.000,0.000,-8.000,2.9361,28.535,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.326,6.083,2.600
townhouse_long_semantic_constraint_084,semantic_constraint,townhouse_long,2.063,16.952,-8.136,30.728,-0.1066,17.141,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.256,23.678,2.600
townhouse_long_semantic_constraint_085,semantic_constraint,townhouse_long,-3.000,36.000,-5.500,20.000,-1.4572,16.194,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.083,27.818,2.600
townhouse_long_semantic_constraint_086,semantic_constraint,townhouse_long,8.475,22.164,-5.162,9.479,-0.7500,18.625,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.434,16.061,2.600
townhouse_long_semantic_constraint_087,semantic_constraint,townhouse_long,7.482,28.595,-0.680,9.751,-1.4358,20.536,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.900,19.390,2.600
townhouse_long_semantic_constraint_088,semantic_constraint,townhouse_long,-8.109,24.050,3.682,-4.703,-2.8701,31.077,15,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.620,9.507,2.600
townhouse_long_semantic_constraint_089,semantic_constraint,townhouse_long,-0.732,21.599,-3.407,37.649,-1.9240,16.271,8,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.567,29.541,2.600
townhouse_long_semantic_constraint_090,semantic_constraint,townhouse_long,0.000,-8.000,5.500,20.000,-2.4576,28.535,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.985,5.954,2.600
townhouse_long_semantic_constraint_091,semantic_constraint,townhouse_long,7.910,32.218,-7.084,34.830,-0.0793,15.220,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.489,33.958,2.600
townhouse_long_semantic_constraint_092,semantic_constraint,townhouse_long,-0.336,-13.685,-0.997,-23.645,-0.5865,9.982,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.523,-18.675,2.600
townhouse_long_semantic_constraint_093,semantic_constraint,townhouse_long,5.500,20.000,-5.500,20.000,0.4398,11.000,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.000,18.709,2.600
townhouse_long_semantic_constraint_094,semantic_constraint,townhouse_long,0.362,1.070,-1.123,15.622,-0.9597,14.628,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.599,8.324,2.600
townhouse_long_semantic_constraint_095,semantic_constraint,townhouse_long,0.501,-16.316,2.551,-29.052,1.0983,12.900,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.855,-22.631,2.600
townhouse_long_semantic_constraint_096,semantic_constraint,townhouse_long,-2.720,-30.366,-4.582,-6.479,2.3879,23.959,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.600,-18.419,2.600
townhouse_long_semantic_constraint_097,semantic_constraint,townhouse_long,-3.395,10.642,0.452,-5.625,1.6275,16.716,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.988,2.623,2.600
townhouse_long_semantic_constraint_098,semantic_constraint,townhouse_long,-4.900,16.069,3.762,21.441,-1.1720,10.193,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.859,19.222,2.600
townhouse_long_semantic_constraint_099,semantic_constraint,townhouse_long,-3.000,36.000,-5.500,20.000,-2.6013,16.194,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.811,27.775,2.600
