case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
reference_family_flat_semantic_constraint_024,semantic_constraint,reference_family_flat,3.500,14.000,-21.500,3.500,2.1424,27.115,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.986,8.716,2.600
reference_family_flat_semantic_constraint_025,semantic_constraint,reference_family_flat,17.000,12.000,-2.500,-6.000,-1.4148,26.538,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.411,2.826,2.600
reference_family_flat_semantic_constraint_026,semantic_constraint,reference_family_flat,-21.500,3.500,-19.000,-8.000,-1.2502,11.769,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-19.977,-2.191,2.600
reference_family_flat_semantic_constraint_027,semantic_constraint,reference_family_flat,-16.422,9.542,11.468,-4.155,-0.8510,31.072,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.404,2.843,2.600
reference_family_flat_semantic_constraint_028,semantic_constraint,reference_family_flat,-9.413,-15.995,8.146,-2.855,0.7225,21.931,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.283,-10.650,2.600
reference_family_flat_semantic_constraint_029,semantic_constraint,reference_family_flat,2.817,-1.878,-14.041,-16.970,0.9185,22.627,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.887,-9.117,2.600
reference_family_flat_semantic_constraint_030,semantic_constraint,reference_family_flat,5.970,-17.068,6.443,5.994,-2.3884,23.067,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.303,-5.580,2.600
reference_family_flat_semantic_constraint_031,semantic_constraint,reference_family_flat,-7.000,-18.900,-2.500,-6.000,0.1225,13.662,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.473,-12.547,2.600
reference_family_flat_semantic_constraint_032,semantic_constraint,reference_family_flat,18.000,-7.500,-7.000,-18.900,-0.3861,27.477,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.112,-14.542,2.600
reference_family_flat_semantic_constraint_033,semantic_constraint,reference_family_flat,4.772,8.154,13.050,-4.085,-0.5126,14.776,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.090,2.156,2.600
reference_family_flat_semantic_constraint_034,semantic_constraint,reference_family_flat,-18.000,14.000,-8.500,10.000,-0.4464,10.308,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.063,12.444,2.600
reference_family_flat_semantic_constraint_035,semantic_constraint,reference_family_flat,13.605,-11.398,24.640,-14.734,1.9584,11.528,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,19.095,-13.156,2.600
reference_family_flat_semantic_constraint_036,semantic_constraint,reference_family_flat,-19.000,-8.000,-7.000,-18.900,-1.3618,16.211,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.959,-13.405,2.600
reference_family_flat_semantic_constraint_037,semantic_constraint,reference_family_flat,18.000,-7.500,17.000,12.000,-0.5399,19.526,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,17.911,2.271,2.600
reference_family_flat_semantic_constraint_038,semantic_constraint,reference_family_flat,3.500,14.000,18.000,-7.500,-0.0496,25.933,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.425,3.031,2.600
reference_family_flat_semantic_constraint_039,semantic_constraint,reference_family_flat,-0.069,3.198,20.208,9.266,-0.0174,21.165,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.097,6.140,2.600
reference_family_flat_semantic_constraint_040,semantic_constraint,reference_family_flat,-15.719,11.028,6.679,3.775,2.2758,23.543,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.670,6.937,2.600
reference_family_flat_semantic_constraint_041,semantic_constraint,reference_family_flat,-8.500,10.000,18.000,-7.500,-1.0915,31.757,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.554,0.953,2.600
reference_family_flat_semantic_constraint_042,semantic_constraint,reference_family_flat,-19.000,-8.000,-2.500,-6.000,1.5806,16.621,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.707,-7.356,2.600
reference_family_flat_semantic_constraint_043,semantic_constraint,reference_family_flat,19.399,5.106,8.894,-2.182,1.5316,12.786,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,14.434,1.047,2.600
reference_family_flat_semantic_constraint_044,semantic_constraint,reference_family_flat,0.969,-15.827,-3.740,2.617,-1.5441,19.036,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.006,-6.764,2.600
reference_family_flat_semantic_constraint_045,semantic_constraint,reference_family_flat,-7.000,-18.900,-8.500,10.000,-2.2727,28.939,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.517,-4.438,2.600
reference_family_flat_semantic_constraint_046,semantic_constraint,reference_family_flat,14.210,12.090,9.070,1.882,-1.3664,11.429,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,11.964,6.823,2.600
reference_family_flat_semantic_constraint_047,semantic_constraint,reference_family_flat,3.298,16.035,-22.687,-2.128,-3.0216,31.704,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.863,7.195,2.600
reference_family_flat_semantic_constraint_048,semantic_constraint,reference_family_flat,3.152,13.811,-0.227,-8.108,0.0453,22.178,11,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.978,2.772,2.600
reference_family_flat_semantic_constraint_049,semantic_constraint,reference_family_flat,18.000,-7.500,-8.500,10.000,-1.5369,31.757,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.050,0.190,2.600
reference_family_flat_semantic_constraint_050,semantic_constraint,reference_family_flat,3.344,16.345,-22.512,1.924,2.3340,29.606,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-9.621,9.201,2.600
reference_family_flat_semantic_constraint_051,semantic_constraint,reference_family_flat,-8.500,10.000,-18.000,14.000,-2.1230,10.308,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.316,11.843,2.600
reference_family_flat_semantic_constraint_052,semantic_constraint,reference_family_flat,15.971,13.627,-3.009,5.221,-2.9198,20.758,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.277,9.885,2.600
reference_family_flat_semantic_constraint_053,semantic_constraint,reference_family_flat,-17.498,9.101,-19.802,-10.810,-1.7555,20.044,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-19.929,-0.707,2.600
reference_family_flat_semantic_constraint_054,semantic_constraint,reference_family_flat,5.296,11.845,7.850,-7.659,0.7916,19.671,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.821,2.125,2.600
reference_family_flat_semantic_constraint_055,semantic_constraint,reference_family_flat,-3.399,1.372,-16.133,-12.677,0.7290,18.961,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.138,-5.316,2.600
reference_family_flat_semantic_constraint_056,semantic_constraint,reference_family_flat,15.424,7.010,1.450,0.344,-3.0094,15.483,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.254,4.061,2.600
reference_family_flat_semantic_constraint_057,semantic_constraint,reference_family_flat,14.982,6.996,17.666,-2.461,0.5082,9.830,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,16.406,2.291,2.600
reference_family_flat_semantic_constraint_058,semantic_constraint,reference_family_flat,11.434,-18.325,12.404,13.172,-0.4760,31.512,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,11.689,-2.569,2.600
reference_family_flat_semantic_constraint_059,semantic_constraint,reference_family_flat,9.211,-17.015,21.064,9.495,0.2219,29.039,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.260,-3.815,2.600
reference_family_flat_semantic_constraint_060,semantic_constraint,reference_family_flat,-8.500,10.000,8.500,-15.500,-2.2489,30.647,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.145,-2.847,2.600
reference_family_flat_semantic_constraint_061,semantic_constraint,reference_family_flat,16.168,16.400,10.978,-9.608,-0.5005,26.521,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,14.067,3.297,2.600
reference_family_flat_semantic_constraint_062,semantic_constraint,reference_family_flat,18.000,-7.500,3.500,14.000,2.5395,25.933,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,11.014,3.428,2.600
reference_family_flat_semantic_constraint_063,semantic_constraint,reference_family_flat,8.500,-15.500,-2.500,-6.000,0.1784,14.534,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.268,-10.440,2.600
reference_family_flat_semantic_constraint_064,semantic_constraint,reference_family_flat,16.624,10.445,-0.197,-2.207,-1.3651,21.048,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.037,4.353,2.600
reference_family_flat_semantic_constraint_065,semantic_constraint,reference_family_flat,-2.500,-6.000,19.000,5.000,-1.7786,24.151,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.160,-0.323,2.600
reference_family_flat_semantic_constraint_066,semantic_constraint,reference_family_flat,18.000,-7.500,-8.500,10.000,1.2762,31.757,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.495,0.864,2.600
reference_family_flat_semantic_constraint_067,semantic_constraint,reference_family_flat,19.000,5.000,-8.500,10.000,-0.2409,27.951,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.338,7.982,2.600
reference_family_flat_semantic_constraint_068,semantic_constraint,reference_family_flat,-18.000,14.000,-8.500,10.000,-1.9856,10.308,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.465,11.490,2.600
reference_family_flat_semantic_constraint_069,semantic_constraint,reference_family_flat,18.730,-12.739,-9.399,-16.552,2.2831,28.386,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.658,-14.589,2.600
reference_family_flat_semantic_constraint_070,semantic_constraint,reference_family_flat,-3.130,-6.221,-11.036,-9.121,1.1330,8.421,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.869,-8.255,2.600
reference_family_flat_semantic_constraint_071,semantic_constraint,reference_family_flat,15.357,5.849,14.851,-13.828,2.9462,19.684,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.795,-4.007,2.600
reference_family_flat_semantic_constraint_072,semantic_constraint,reference_family_flat,11.731,-3.207,23.627,16.799,2.9274,23.276,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,17.172,7.098,2.600
reference_family_flat_semantic_constraint_073,semantic_constraint,reference_family_flat,-21.500,3.500,3.500,14.000,0.6598,27.115,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.990,8.727,2.600
reference_family_flat_semantic_constraint_074,semantic_constraint,reference_family_flat,3.500,14.000,17.000,12.000,2.3818,13.647,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,10.330,13.541,2.600
reference_family_flat_semantic_constraint_075,semantic_constraint,reference_family_flat,-8.697,-5.323,0.623,9.046,-0.4466,17.127,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.096,1.900,2.600
reference_family_flat_semantic_constraint_076,semantic_constraint,reference_family_flat,3.139,-3.050,6.069,12.196,0.2253,15.525,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.429,4.607,2.600
reference_family_flat_semantic_constraint_077,semantic_constraint,reference_family_flat,3.500,14.000,-8.500,10.000,-0.4906,12.649,10,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.973,13.420,2.600
reference_family_flat_semantic_constraint_078,semantic_constraint,reference_family_flat,-17.931,1.024,-21.188,-8.040,-2.1987,9.631,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-19.210,-3.634,2.600
reference_family_flat_semantic_constraint_079,semantic_constraint,reference_family_flat,17.000,12.000,-2.500,-6.000,-1.6962,26.538,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,7.628,2.591,2.600
reference_family_flat_semantic_constraint_080,semantic_constraint,reference_family_flat,19.221,0.104,9.828,-13.782,0.1536,16.765,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,14.851,-7.060,2.600
reference_family_flat_semantic_constraint_081,semantic_constraint,reference_family_flat,-7.000,-18.900,-19.000,-8.000,-3.0299,16.211,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.952,-13.397,2.600
reference_family_flat_semantic_constraint_082,semantic_constraint,reference_family_flat,-15.625,-10.764,-16.758,8.632,0.4780,19.429,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-16.137,-1.063,2.600
reference_family_flat_semantic_constraint_083,semantic_constraint,reference_family_flat,19.000,5.000,8.500,-15.500,-2.2845,23.033,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,15.079,-5.931,2.600
reference_family_flat_semantic_constraint_084,semantic_constraint,reference_family_flat,-8.500,10.000,-18.000,14.000,-2.4702,10.308,6,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.300,11.881,2.600
reference_family_flat_semantic_constraint_085,semantic_constraint,reference_family_flat,18.227,-8.694,19.669,16.534,-2.6426,25.269,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,19.065,3.913,2.600
reference_family_flat_semantic_constraint_086,semantic_constraint,reference_family_flat,18.000,-7.500,19.000,5.000,-0.7920,12.540,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,18.388,-1.241,2.600
reference_family_flat_semantic_constraint_087,semantic_constraint,reference_family_flat,15.446,-4.718,-10.281,-2.140,-2.1669,25.856,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.555,-3.704,2.600
reference_family_flat_semantic_constraint_088,semantic_constraint,reference_family_flat,-19.000,-8.000,-18.000,14.000,-3.0591,22.023,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-20.546,3.093,2.600
reference_family_flat_semantic_constraint_089,semantic_constraint,reference_family_flat,16.679,9.663,-9.186,5.672,-2.3364,26.171,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.806,7.280,2.600
reference_family_flat_semantic_constraint_090,semantic_constraint,reference_family_flat,14.799,3.856,4.389,-8.160,0.1092,15.898,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.183,-1.796,2.600
reference_family_flat_semantic_constraint_091,semantic_constraint,reference_family_flat,0.865,-6.076,-4.867,11.071,-0.8026,18.080,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.027,2.489,2.600
reference_family_flat_semantic_constraint_092,semantic_constraint,reference_family_flat,18.000,-7.500,8.500,-15.500,-2.1938,12.420,7,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,13.619,-11.938,2.600
reference_family_flat_semantic_constraint_093,semantic_constraint,reference_family_flat,10.006,6.436,-18.660,2.021,-2.3519,29.004,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.344,4.340,2.600
reference_family_flat_semantic_constraint_094,semantic_constraint,reference_family_flat,-12.110,-1.029,-14.376,9.789,0.1487,11.053,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-13.476,4.331,2.600
reference_family_flat_semantic_constraint_095,semantic_constraint,reference_family_flat,-14.096,-10.964,10.982,-9.896,0.5769,25.101,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.563,-10.287,2.600
reference_family_flat_semantic_constraint_096,semantic_constraint,reference_family_flat,3.500,14.000,-19.000,-8.000,1.1637,31.468,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.378,2.620,2.600
reference_family_flat_semantic_constraint_097,semantic_constraint,reference_family_flat,-9.860,8.662,-21.761,17.786,2.4752,14.996,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-15.803,13.234,2.600
reference_family_flat_semantic_constraint_098,semantic_constraint,reference_family_flat,-11.862,13.492,8.610,2.864,3.1342,23.066,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.686,8.062,2.600
reference_family_flat_semantic_constraint_099,semantic_constraint,reference_family_flat,-2.500,-6.000,-7.000,-18.900,1.1906,13.662,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-4.805,-12.431,2.600
