case_id,scenario,map_id,start_x,start_y,goal_x,goal_y,yaw,euclidean_distance,candidate_count,straight_line_safe,difficulty_tag,route_constraint,risk_center_x,risk_center_y,risk_radius
studio_apartment_semantic_constraint_023,semantic_constraint,studio_apartment,8.000,-24.000,-6.000,-12.000,1.1684,18.439,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.714,-18.333,2.600
studio_apartment_semantic_constraint_024,semantic_constraint,studio_apartment,8.000,-24.000,9.000,6.500,-2.8387,30.516,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.660,-8.755,2.600
studio_apartment_semantic_constraint_025,semantic_constraint,studio_apartment,9.000,6.500,-6.000,-12.000,3.1348,23.817,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.632,-2.857,2.600
studio_apartment_semantic_constraint_026,semantic_constraint,studio_apartment,2.287,-22.745,-3.039,1.235,2.9431,24.564,12,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.714,-10.830,2.600
studio_apartment_semantic_constraint_027,semantic_constraint,studio_apartment,9.000,6.500,-11.500,16.000,0.1220,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.399,10.928,2.600
studio_apartment_semantic_constraint_028,semantic_constraint,studio_apartment,-6.000,-12.000,8.000,-24.000,2.7758,18.439,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.599,-18.468,2.600
studio_apartment_semantic_constraint_029,semantic_constraint,studio_apartment,-11.500,16.000,-9.500,24.000,-1.6707,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.468,19.992,2.600
studio_apartment_semantic_constraint_030,semantic_constraint,studio_apartment,2.291,22.260,-3.650,0.499,1.0226,22.557,11,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.415,11.307,2.600
studio_apartment_semantic_constraint_031,semantic_constraint,studio_apartment,8.000,-24.000,-6.000,-12.000,1.0165,18.439,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.865,-18.157,2.600
studio_apartment_semantic_constraint_032,semantic_constraint,studio_apartment,8.000,-24.000,-6.000,-12.000,1.3726,18.439,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.391,-17.544,2.600
studio_apartment_semantic_constraint_033,semantic_constraint,studio_apartment,1.239,26.961,9.694,22.995,0.2480,9.339,5,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.062,26.248,2.600
studio_apartment_semantic_constraint_034,semantic_constraint,studio_apartment,-6.000,-12.000,9.000,6.500,2.7456,23.817,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.831,-3.019,2.600
studio_apartment_semantic_constraint_035,semantic_constraint,studio_apartment,-9.500,24.000,-11.500,16.000,-2.8991,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-11.092,20.148,2.600
studio_apartment_semantic_constraint_036,semantic_constraint,studio_apartment,-4.188,-23.065,-9.057,-3.271,-1.6513,20.384,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.152,-13.298,2.600
studio_apartment_semantic_constraint_037,semantic_constraint,studio_apartment,5.292,-14.669,-11.658,-27.414,-0.6399,21.207,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.290,-20.900,2.600
studio_apartment_semantic_constraint_038,semantic_constraint,studio_apartment,-11.500,16.000,-9.500,24.000,-0.2763,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.205,19.926,2.600
studio_apartment_semantic_constraint_039,semantic_constraint,studio_apartment,9.000,6.500,-11.500,16.000,1.1171,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.092,11.591,2.600
studio_apartment_semantic_constraint_040,semantic_constraint,studio_apartment,-3.635,5.550,5.609,-0.893,-2.8261,11.268,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.716,1.940,2.600
studio_apartment_semantic_constraint_041,semantic_constraint,studio_apartment,9.738,23.976,-10.746,-0.555,-2.1978,31.959,20,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.686,11.863,2.600
studio_apartment_semantic_constraint_042,semantic_constraint,studio_apartment,-6.567,-10.455,0.832,1.853,1.7323,14.361,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.356,-4.007,2.600
studio_apartment_semantic_constraint_043,semantic_constraint,studio_apartment,-9.002,1.181,-10.520,24.613,2.6602,23.481,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-12.249,12.736,2.600
studio_apartment_semantic_constraint_044,semantic_constraint,studio_apartment,-11.500,16.000,9.000,6.500,-2.5904,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.232,11.288,2.600
studio_apartment_semantic_constraint_045,semantic_constraint,studio_apartment,3.342,-1.938,-1.205,9.333,0.2490,12.154,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.287,3.786,2.600
studio_apartment_semantic_constraint_046,semantic_constraint,studio_apartment,-3.621,-2.060,9.243,-22.777,3.1101,24.386,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.387,-12.682,2.600
studio_apartment_semantic_constraint_047,semantic_constraint,studio_apartment,1.695,-3.791,11.356,19.717,2.3744,25.416,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.149,8.118,2.600
studio_apartment_semantic_constraint_048,semantic_constraint,studio_apartment,-2.916,-26.905,4.527,-14.690,1.2326,14.304,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.155,-21.010,2.600
studio_apartment_semantic_constraint_049,semantic_constraint,studio_apartment,9.000,6.500,-11.500,16.000,-2.8540,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.349,11.037,2.600
studio_apartment_semantic_constraint_050,semantic_constraint,studio_apartment,-11.500,16.000,-9.500,24.000,-2.0175,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-11.053,20.138,2.600
studio_apartment_semantic_constraint_051,semantic_constraint,studio_apartment,9.000,6.500,-9.500,24.000,2.6723,25.466,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.037,15.554,2.600
studio_apartment_semantic_constraint_052,semantic_constraint,studio_apartment,7.398,-1.473,3.165,-18.543,2.5451,17.587,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.555,-10.076,2.600
studio_apartment_semantic_constraint_053,semantic_constraint,studio_apartment,11.866,20.479,1.180,-5.019,-2.3306,27.647,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.928,7.979,2.600
studio_apartment_semantic_constraint_054,semantic_constraint,studio_apartment,-9.524,7.869,-2.121,22.674,-1.2209,16.553,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-5.743,15.232,2.600
studio_apartment_semantic_constraint_055,semantic_constraint,studio_apartment,-11.500,16.000,9.000,6.500,2.3029,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.115,11.541,2.600
studio_apartment_semantic_constraint_056,semantic_constraint,studio_apartment,-9.219,-21.443,-3.705,-10.044,-2.4085,12.663,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.177,-15.882,2.600
studio_apartment_semantic_constraint_057,semantic_constraint,studio_apartment,-1.990,-10.338,4.569,-3.121,1.3399,9.752,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.980,-6.448,2.600
studio_apartment_semantic_constraint_058,semantic_constraint,studio_apartment,9.000,6.500,-9.500,24.000,-2.3537,25.466,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.085,15.604,2.600
studio_apartment_semantic_constraint_059,semantic_constraint,studio_apartment,7.592,8.128,-6.813,12.459,2.2097,15.042,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.226,9.751,2.600
studio_apartment_semantic_constraint_060,semantic_constraint,studio_apartment,8.000,-24.000,-6.000,-12.000,-0.1663,18.439,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.309,-17.640,2.600
studio_apartment_semantic_constraint_061,semantic_constraint,studio_apartment,9.000,6.500,-11.500,16.000,1.3375,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.520,10.667,2.600
studio_apartment_semantic_constraint_062,semantic_constraint,studio_apartment,9.000,6.500,-11.500,16.000,-1.6806,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.190,11.379,2.600
studio_apartment_semantic_constraint_063,semantic_constraint,studio_apartment,3.709,-13.741,-6.431,6.731,-1.4922,22.846,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.722,-4.179,2.600
studio_apartment_semantic_constraint_064,semantic_constraint,studio_apartment,-11.500,16.000,-9.500,24.000,2.2483,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.279,19.945,2.600
studio_apartment_semantic_constraint_065,semantic_constraint,studio_apartment,10.792,17.843,3.898,5.891,2.5787,13.798,11,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.756,12.207,2.600
studio_apartment_semantic_constraint_066,semantic_constraint,studio_apartment,2.980,-27.884,3.824,-6.944,-1.1949,20.957,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.546,-17.420,2.600
studio_apartment_semantic_constraint_067,semantic_constraint,studio_apartment,-3.012,27.890,-10.035,7.990,-0.4710,21.103,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.056,17.775,2.600
studio_apartment_semantic_constraint_068,semantic_constraint,studio_apartment,9.000,6.500,8.000,-24.000,1.8188,30.516,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.035,-8.735,2.600
studio_apartment_semantic_constraint_069,semantic_constraint,studio_apartment,-11.500,16.000,9.000,6.500,-2.9913,22.594,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-1.303,11.135,2.600
studio_apartment_semantic_constraint_070,semantic_constraint,studio_apartment,-0.278,-9.273,-10.835,-26.158,-2.7167,19.914,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.765,-18.836,2.600
studio_apartment_semantic_constraint_071,semantic_constraint,studio_apartment,-9.089,-22.258,6.245,-4.508,2.3493,23.456,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.180,-11.864,2.600
studio_apartment_semantic_constraint_072,semantic_constraint,studio_apartment,-6.084,-3.212,4.565,-14.503,3.0632,15.521,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.806,-8.902,2.600
studio_apartment_semantic_constraint_073,semantic_constraint,studio_apartment,8.000,-24.000,9.000,6.500,1.2598,30.516,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,8.230,-8.741,2.600
studio_apartment_semantic_constraint_074,semantic_constraint,studio_apartment,-4.432,18.830,11.617,1.858,-0.8134,23.358,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.895,10.630,2.600
studio_apartment_semantic_constraint_075,semantic_constraint,studio_apartment,9.000,6.500,-9.500,24.000,-0.7667,25.466,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.032,15.480,2.600
studio_apartment_semantic_constraint_076,semantic_constraint,studio_apartment,-2.125,-18.206,-10.354,2.971,-1.0462,22.720,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-6.679,-7.788,2.600
studio_apartment_semantic_constraint_077,semantic_constraint,studio_apartment,-4.236,-7.961,-10.007,-23.237,1.9470,16.330,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-7.503,-15.455,2.600
studio_apartment_semantic_constraint_078,semantic_constraint,studio_apartment,4.872,17.738,2.105,-6.987,-3.0521,24.879,12,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.751,5.346,2.600
studio_apartment_semantic_constraint_079,semantic_constraint,studio_apartment,8.000,-24.000,-6.000,-12.000,2.7964,18.439,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,0.978,-18.025,2.600
studio_apartment_semantic_constraint_080,semantic_constraint,studio_apartment,9.000,6.500,-6.000,-12.000,2.3126,23.817,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.861,-3.043,2.600
studio_apartment_semantic_constraint_081,semantic_constraint,studio_apartment,-10.204,5.022,-10.475,-17.044,1.8258,22.068,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.752,-6.006,2.600
studio_apartment_semantic_constraint_082,semantic_constraint,studio_apartment,1.435,0.252,2.794,12.530,-1.9753,12.353,6,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.634,6.444,2.600
studio_apartment_semantic_constraint_083,semantic_constraint,studio_apartment,8.000,-24.000,9.000,6.500,-0.6075,30.516,17,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,9.025,-8.767,2.600
studio_apartment_semantic_constraint_084,semantic_constraint,studio_apartment,10.559,-4.548,1.064,-16.556,-1.3519,15.308,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,6.122,-10.797,2.600
studio_apartment_semantic_constraint_085,semantic_constraint,studio_apartment,7.838,-12.493,0.127,-23.526,-2.5073,13.461,9,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.778,-17.867,2.600
studio_apartment_semantic_constraint_086,semantic_constraint,studio_apartment,0.724,-14.001,10.375,1.294,-2.3879,18.085,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,5.916,-6.585,2.600
studio_apartment_semantic_constraint_087,semantic_constraint,studio_apartment,-2.944,6.118,-4.253,-8.508,0.7946,14.684,7,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-3.897,-1.168,2.600
studio_apartment_semantic_constraint_088,semantic_constraint,studio_apartment,9.000,6.500,-9.500,24.000,-2.2716,25.466,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.609,14.871,2.600
studio_apartment_semantic_constraint_089,semantic_constraint,studio_apartment,-9.067,21.836,-11.940,7.950,1.0382,14.180,12,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.825,14.960,2.600
studio_apartment_semantic_constraint_090,semantic_constraint,studio_apartment,2.674,6.076,2.083,25.618,3.0317,19.551,9,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.535,15.852,2.600
studio_apartment_semantic_constraint_091,semantic_constraint,studio_apartment,3.434,27.727,0.248,7.405,-2.6218,20.570,10,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,1.891,17.558,2.600
studio_apartment_semantic_constraint_092,semantic_constraint,studio_apartment,9.000,6.500,-6.000,-12.000,1.7842,23.817,14,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,2.503,-3.563,2.600
studio_apartment_semantic_constraint_093,semantic_constraint,studio_apartment,6.421,16.662,-6.996,2.095,-1.6093,19.804,13,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.657,9.718,2.600
studio_apartment_semantic_constraint_094,semantic_constraint,studio_apartment,2.426,4.564,-7.122,12.990,-1.6679,12.734,8,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-2.333,8.794,2.600
studio_apartment_semantic_constraint_095,semantic_constraint,studio_apartment,2.599,5.084,8.336,24.836,-1.8347,20.568,15,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,4.752,15.168,2.600
studio_apartment_semantic_constraint_096,semantic_constraint,studio_apartment,-1.165,0.357,8.610,3.089,-2.7807,10.150,5,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,3.843,1.293,2.600
studio_apartment_semantic_constraint_097,semantic_constraint,studio_apartment,9.000,6.500,-9.500,24.000,-2.1727,25.466,16,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-0.315,15.181,2.600
studio_apartment_semantic_constraint_098,semantic_constraint,studio_apartment,-9.500,24.000,-11.500,16.000,0.4495,8.246,4,1,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-10.873,20.093,2.600
studio_apartment_semantic_constraint_099,semantic_constraint,studio_apartment,-11.500,16.000,-6.000,-12.000,-2.2355,28.535,18,0,semantic_route_preference,Prefer the safer route and avoid the marked risk/narrow zone even if the path is longer.,-8.404,2.068,2.600
