case_id,preference_id,target_route_id,selected_route_id,match,parse_ok,model,prompt,raw_response,error
semantic_constraint_002,shortest,r_short,r_short,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_002.\nPreference: Prefer the shortest route when safety is similar.\nOptions:\nA: route_id=r_short; short direct route; length=9.8; turns=2; min_clearance=0.55; semantic_risk=0.183\nB: route_id=r_safe; risk-avoiding detour; length=12.93; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=11.37; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=12.15; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=10.78; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_002,lowest_risk,r_safe,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_002.\nPreference: Prefer the route that stays farthest from the semantic-risk region, even if longer.\nOptions:\nA: route_id=r_short; short direct route; length=9.8; turns=2; min_clearance=0.55; semantic_risk=0.183\nB: route_id=r_safe; risk-avoiding detour; length=12.93; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=11.37; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=12.15; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=10.78; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_002,fewest_turns,r_smooth,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_002.\nPreference: Prefer the route with fewer sharp turns.\nOptions:\nA: route_id=r_short; short direct route; length=9.8; turns=2; min_clearance=0.55; semantic_risk=0.183\nB: route_id=r_safe; risk-avoiding detour; length=12.93; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=11.37; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=12.15; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=10.78; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_002,high_clearance,r_clear,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_002.\nPreference: Prefer the route with the highest clearance from obstacles and narrow passages.\nOptions:\nA: route_id=r_short; short direct route; length=9.8; turns=2; min_clearance=0.55; semantic_risk=0.183\nB: route_id=r_safe; risk-avoiding detour; length=12.93; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=11.37; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=12.15; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=10.78; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_002,balanced,r_balanced,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_002.\nPreference: Choose a balanced route that avoids high risk without being much longer.\nOptions:\nA: route_id=r_short; short direct route; length=9.8; turns=2; min_clearance=0.55; semantic_risk=0.183\nB: route_id=r_safe; risk-avoiding detour; length=12.93; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=11.37; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=12.15; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=10.78; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_003,shortest,r_short,r_short,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_003.\nPreference: Prefer the shortest route when safety is similar.\nOptions:\nA: route_id=r_short; short direct route; length=8.79; turns=2; min_clearance=0.55; semantic_risk=1.51\nB: route_id=r_safe; risk-avoiding detour; length=11.6; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=10.2; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=10.9; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=9.67; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_003,lowest_risk,r_safe,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_003.\nPreference: Prefer the route that stays farthest from the semantic-risk region, even if longer.\nOptions:\nA: route_id=r_short; short direct route; length=8.79; turns=2; min_clearance=0.55; semantic_risk=1.51\nB: route_id=r_safe; risk-avoiding detour; length=11.6; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=10.2; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=10.9; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=9.67; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_003,fewest_turns,r_smooth,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_003.\nPreference: Prefer the route with fewer sharp turns.\nOptions:\nA: route_id=r_short; short direct route; length=8.79; turns=2; min_clearance=0.55; semantic_risk=1.51\nB: route_id=r_safe; risk-avoiding detour; length=11.6; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=10.2; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=10.9; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=9.67; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_003,high_clearance,r_clear,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_003.\nPreference: Prefer the route with the highest clearance from obstacles and narrow passages.\nOptions:\nA: route_id=r_short; short direct route; length=8.79; turns=2; min_clearance=0.55; semantic_risk=1.51\nB: route_id=r_safe; risk-avoiding detour; length=11.6; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=10.2; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=10.9; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=9.67; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_003,balanced,r_balanced,r_balanced,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_003.\nPreference: Choose a balanced route that avoids high risk without being much longer.\nOptions:\nA: route_id=r_short; short direct route; length=8.79; turns=2; min_clearance=0.55; semantic_risk=1.51\nB: route_id=r_safe; risk-avoiding detour; length=11.6; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=10.2; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=10.9; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=9.67; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",The correct choice is E.,
semantic_constraint_004,shortest,r_short,r_short,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_004.\nPreference: Prefer the shortest route when safety is similar.\nOptions:\nA: route_id=r_short; short direct route; length=15.05; turns=2; min_clearance=0.55; semantic_risk=0.144\nB: route_id=r_safe; risk-avoiding detour; length=19.86; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=17.45; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=18.66; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=16.55; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_004,lowest_risk,r_safe,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_004.\nPreference: Prefer the route that stays farthest from the semantic-risk region, even if longer.\nOptions:\nA: route_id=r_short; short direct route; length=15.05; turns=2; min_clearance=0.55; semantic_risk=0.144\nB: route_id=r_safe; risk-avoiding detour; length=19.86; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=17.45; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=18.66; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=16.55; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_004,fewest_turns,r_smooth,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_004.\nPreference: Prefer the route with fewer sharp turns.\nOptions:\nA: route_id=r_short; short direct route; length=15.05; turns=2; min_clearance=0.55; semantic_risk=0.144\nB: route_id=r_safe; risk-avoiding detour; length=19.86; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=17.45; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=18.66; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=16.55; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_004,high_clearance,r_clear,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_004.\nPreference: Prefer the route with the highest clearance from obstacles and narrow passages.\nOptions:\nA: route_id=r_short; short direct route; length=15.05; turns=2; min_clearance=0.55; semantic_risk=0.144\nB: route_id=r_safe; risk-avoiding detour; length=19.86; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=17.45; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=18.66; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=16.55; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_004,balanced,r_balanced,r_balanced,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_004.\nPreference: Choose a balanced route that avoids high risk without being much longer.\nOptions:\nA: route_id=r_short; short direct route; length=15.05; turns=2; min_clearance=0.55; semantic_risk=0.144\nB: route_id=r_safe; risk-avoiding detour; length=19.86; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=17.45; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=18.66; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=16.55; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",The correct choice is E.,
semantic_constraint_005,shortest,r_short,r_short,1,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_005.\nPreference: Prefer the shortest route when safety is similar.\nOptions:\nA: route_id=r_short; short direct route; length=13.42; turns=2; min_clearance=0.55; semantic_risk=0.127\nB: route_id=r_safe; risk-avoiding detour; length=17.71; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=15.56; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=16.64; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=14.76; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_005,lowest_risk,r_safe,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_005.\nPreference: Prefer the route that stays farthest from the semantic-risk region, even if longer.\nOptions:\nA: route_id=r_short; short direct route; length=13.42; turns=2; min_clearance=0.55; semantic_risk=0.127\nB: route_id=r_safe; risk-avoiding detour; length=17.71; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=15.56; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=16.64; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=14.76; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_005,fewest_turns,r_smooth,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_005.\nPreference: Prefer the route with fewer sharp turns.\nOptions:\nA: route_id=r_short; short direct route; length=13.42; turns=2; min_clearance=0.55; semantic_risk=0.127\nB: route_id=r_safe; risk-avoiding detour; length=17.71; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=15.56; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=16.64; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=14.76; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
semantic_constraint_005,high_clearance,r_clear,r_short,0,1,lfm-2.5-8b-1b-hermes-ft,"[{""role"": ""system"", ""content"": ""Complete the answer with one option letter only: A, B, C, D, or E.""}, {""role"": ""user"", ""content"": ""Select one route option for a mobile robot.\nCase: semantic_constraint_005.\nPreference: Prefer the route with the highest clearance from obstacles and narrow passages.\nOptions:\nA: route_id=r_short; short direct route; length=13.42; turns=2; min_clearance=0.55; semantic_risk=0.127\nB: route_id=r_safe; risk-avoiding detour; length=17.71; turns=5; min_clearance=1.15; semantic_risk=0.03\nC: route_id=r_smooth; smooth route with fewer turns; length=15.56; turns=1; min_clearance=0.82; semantic_risk=0.14\nD: route_id=r_clear; wide-clearance route; length=16.64; turns=4; min_clearance=1.45; semantic_risk=0.09\nE: route_id=r_balanced; moderate route balancing length and risk; length=14.76; turns=3; min_clearance=0.95; semantic_risk=0.08\nChoose the option that best matches the preference.\nCorrect answer is""}]",A,
